Factor,num Df,den Df,MSE,F,ges,Pr(>F)
age,1,59,0.07188144561025916,1.4805468730134397,0.024479720332589508,0.22853407368613865
timepoint,4,59,0.07188144561025916,1.9873861567685043,0.11873933827862464,0.10815908465262501
age:timepoint,4,59,0.07188144561025916,0.251029960262735,0.016734181648040542,0.9079126328171303
